Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill
13,22,2,4,1,0,6,Pune,Neueon Towers / Sujana Towers Ltd.,402,9.1,3658.2
15,23,1,12,1,0,11,Shimla,Neueon Towers / Sujana Towers Ltd.,629,7.7,4843.3
7,18,0,4,1,0,8,Navi Mumbai,Reliance Energy,297,9.3,2762.1
15,23,0,5,1,0,7,Navi Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),283,9.3,2631.9
15,23,1,17,1,0,1,Chennai,Sunil Hitech Eng,487,8.8,4285.6
23,22,0,19,1,0,7,Pune,NLC India,588,9.1,5350.8
14,23,3,8,1,0,3,Gurgaon,Tata Power Company Ltd.,505,8.3,4191.5
14,22,1,13,1,0,8,Ratnagiri,Sterlite Power Transmission Ltd,526,7.4,3892.4
8,17,2,7,1,0,7,Navi Mumbai,NHPC,467,9.3,4343.1
16,22,2,12,12,0,10,Chennai,Sterlite Power Transmission Ltd,502,8.8,4417.6
6,19,1,19,1,0,9,Vadodara,JSW Energy Ltd.,379,7.8,2956.2
9,21,0,7,1,0,7,Mumbai,Sunil Hitech Eng,452,9.2,4158.4
19,22,3,6,12,0,7,New Delhi,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,772,8.5,6562
16,22,1,3,1,0,12,Dahej,JSW Energy Ltd.,544,7.6,4134.4
21,22,1,3,1,0,2,New Delhi,JSW Energy Ltd.,401,8.5,3408.5
19,22,2,8,1,0,10,Pune,Adani Power Ltd.,640,9.1,5824
13,22,2,18,1,0,1,Chennai,Guj Ind Power,552,8.8,4857.6
12,23,1,12,1,0,6,Nagpur,Jaiprakash Power,599,8.9,5331.1
7,22,3,12,7,0,9,Gurgaon,Kalpataru Power,480,8.3,3984
18,23,1,15,1,0,2,Ratnagiri,JSW Energy Ltd.,508,7.4,3759.2
20,23,1,6,1,0,7,Noida,Sunil Hitech Eng,462,8.2,3788.4
10,21,3,9,1,0,10,Kolkata,Guj Ind Power,598,8.7,5202.6
23,22,2,7,1,0,4,Kolkata,Orient Green,415,8.7,3610.5
5,17,1,7,7,0,12,Ratnagiri,NTPC Pvt. Ltd.,330,7.4,2442
19,22,2,18,1,0,11,Navi Mumbai,Bonfiglioli Transmission Pvt. Ltd.,610,9.3,5673
15,23,1,9,1,0,1,Kolkata,NHPC,525,8.7,4567.5
11,23,2,10,1,0,8,New Delhi,Power Grid Corp,473,8.5,4020.5
12,23,2,18,12,0,1,Dahej,Bonfiglioli Transmission Pvt. Ltd.,614,7.6,4666.4
7,22,3,14,1,0,2,New Delhi,Jaiprakash Power,604,8.5,5134
15,22,2,20,1,0,4,New Delhi,Tata Power Company Ltd.,566,8.5,4811
11,23,3,15,1,0,8,Ahmedabad,Ringfeder Power Transmission India Pvt. Ltd.,563,7.9,4447.7
13,22,1,10,1,0,5,Ahmedabad,Reliance Power,497,7.9,3926.3
17,23,3,7,1,0,4,Gurgaon,Sunil Hitech Eng,591,8.3,4905.3
10,17,3,3,1,0,9,Ahmedabad,SJVN Ltd.,228,7.9,1801.2
11,23,0,6,1,0,8,Ahmedabad,Reliance Energy,412,7.9,3254.8
12,22,3,16,1,0,9,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,677,8.9,6025.3
9,23,1,16,1,0,4,Nagpur,Jaiprakash Power,484,8.9,4307.6
10,20,0,4,7,0,6,Gurgaon,Power Grid Corp,247,8.3,2050.1
7,18,3,10,7,0,4,Nagpur,Unitech Power Transmission Ltd.,521,8.9,4636.9
11,22,3,21,1,0,3,Ahmedabad,Tata Power Company Ltd.,671,7.9,5300.9
22,22,0,22,1,0,6,Dahej,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),660,7.6,5016
15,22,3,10,12,0,9,Dahej,TransRail Lighting,606,7.6,4605.6
22,23,1,22,12,0,10,Shimla,Kalpataru Power,876,7.7,6745.2
23,22,1,15,1,0,4,Ratnagiri,Ringfeder Power Transmission India Pvt. Ltd.,605,7.4,4477
21,23,2,20,1,0,6,Pune,Adani Power Ltd.,585,9.1,5323.5
15,22,3,13,12,0,11,Shimla,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),771,7.7,5936.7
5,23,0,19,1,0,2,Shimla,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",491,7.7,3780.7
20,23,0,22,1,0,1,Mumbai,Indowind Energy,689,9.2,6338.8
18,22,3,15,1,0,12,Mumbai,Adani Power Ltd.,560,9.2,5152
14,23,1,14,12,0,11,Mumbai,Jyoti Structure,599,9.2,5510.8
14,22,3,7,1,0,4,Navi Mumbai,L&T Transmission & Distribution,465,9.3,4324.5
20,22,3,8,1,0,11,Vadodara,Ringfeder Power Transmission India Pvt. Ltd.,590,7.8,4602
19,23,1,18,12,0,12,Kolkata,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",821,8.7,7142.7
5,17,0,18,1,0,6,Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,317,9.2,2916.4
14,22,1,8,1,0,9,Ratnagiri,NTPC Pvt. Ltd.,549,7.4,4062.6
23,22,0,20,1,0,12,Gurgaon,Torrent Power Ltd.,689,8.3,5718.7
19,22,1,11,1,0,3,Gurgaon,GE T&D India Limited,527,8.3,4374.1
20,23,2,22,12,0,3,Mumbai,Neueon Towers / Sujana Towers Ltd.,669,9.2,6154.8
12,22,2,3,12,0,3,Nagpur,Neueon Towers / Sujana Towers Ltd.,647,8.9,5758.3
13,23,3,5,1,0,12,Pune,JSW Energy Ltd.,368,9.1,3348.8
15,22,2,21,1,0,2,Vadodara,Sterlite Power Transmission Ltd,473,7.8,3689.4
21,22,2,3,1,0,4,Chennai,Adani Power Ltd.,496,8.8,4364.8
11,22,1,3,1,0,3,Navi Mumbai,Sunil Hitech Eng,426,9.3,3961.8
6,18,2,17,1,0,10,Hyderabad,NTPC Pvt. Ltd.,378,8.4,3175.2
10,19,0,8,1,0,12,Navi Mumbai,Torrent Power Ltd.,380,9.3,3534
7,22,3,13,1,0,11,Shimla,Reliance Power,579,7.7,4458.3
17,22,0,6,12,0,6,Mumbai,GE T&D India Limited,477,9.2,4388.4
15,23,0,18,1,0,5,Ahmedabad,Power Grid Corp,569,7.9,4495.1
15,22,1,10,12,0,3,Shimla,Unitech Power Transmission Ltd.,614,7.7,4727.8
9,21,0,15,1,0,10,Faridabad,NLC India,319,8.1,2583.9
20,22,3,5,1,0,3,Navi Mumbai,Jaiprakash Power,536,9.3,4984.8
20,22,1,4,12,0,10,Shimla,GE T&D India Limited,516,7.7,3973.2
17,23,0,19,12,0,4,Kolkata,Jaiprakash Power,603,8.7,5246.1
12,23,2,14,1,0,1,Navi Mumbai,KEC International,528,9.3,4910.4
10,21,0,6,1,0,1,Chennai,Optibelt Power Transmission India Private Limited,296,8.8,2604.8
16,22,0,9,1,0,11,New Delhi,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",331,8.5,2813.5
14,23,0,17,1,0,3,Dahej,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),478,7.6,3632.8
8,17,2,11,1,0,5,Gurgaon,Orient Green,296,8.3,2456.8
12,23,1,17,1,0,3,Shimla,Reliance Power,619,7.7,4766.3
13,23,0,18,12,0,10,Nagpur,Power Grid Corp,761,8.9,6772.9
19,22,3,20,1,0,1,New Delhi,JSW Energy Ltd.,697,8.5,5924.5
11,22,3,17,1,0,4,Ahmedabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,596,7.9,4708.4
9,17,0,18,1,0,2,Kolkata,Reliance Energy,390,8.7,3393
10,22,1,10,1,0,9,Chennai,NLC India,450,8.8,3960
23,23,3,6,12,0,12,Noida,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),688,8.2,5641.6
19,23,0,12,1,0,9,Navi Mumbai,Torrent Power Ltd.,612,9.3,5691.6
16,23,3,21,1,0,11,Kolkata,Reliance Power,565,8.7,4915.5
22,22,2,9,1,0,8,Hyderabad,Sunil Hitech Eng,626,8.4,5258.4
21,23,2,13,1,0,8,Vadodara,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,566,7.8,4414.8
11,23,1,4,1,0,6,Ahmedabad,Optibelt Power Transmission India Private Limited,360,7.9,2844
5,17,0,16,1,0,2,Noida,Optibelt Power Transmission India Private Limited,336,8.2,2755.2
16,22,2,10,1,0,11,Ahmedabad,JSW Energy Ltd.,544,7.9,4297.6
20,23,0,4,1,0,2,Dahej,Neueon Towers / Sujana Towers Ltd.,529,7.6,4020.4
22,23,2,5,1,0,1,Hyderabad,JSW Energy Ltd.,581,8.4,4880.4
11,23,2,19,1,0,5,Ahmedabad,Torrent Power Ltd.,637,7.9,5032.3
12,22,0,7,1,0,12,Noida,Bonfiglioli Transmission Pvt. Ltd.,502,8.2,4116.4
12,22,1,21,12,0,8,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),623,8.9,5544.7
20,22,1,16,1,0,9,Pune,Ringfeder Power Transmission India Pvt. Ltd.,470,9.1,4277
18,22,3,10,1,0,3,Faridabad,GE T&D India Limited,691,8.1,5597.1
18,22,2,15,1,0,9,Noida,Sunil Hitech Eng,592,8.2,4854.4
11,22,0,10,12,0,4,Dahej,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),437,7.6,3321.2
8,17,1,21,7,0,3,Nagpur,Reliance Energy,510,8.9,4539
20,23,0,20,1,0,6,Nagpur,Sterlite Power Transmission Ltd,526,8.9,4681.4
10,17,0,7,1,0,8,Hyderabad,KEC International,243,8.4,2041.2
14,23,0,13,1,0,1,Shimla,Adani Power Ltd.,524,7.7,4034.8
10,22,1,17,1,0,12,Gurgaon,Sterlite Power Transmission Ltd,607,8.3,5038.1
8,18,3,22,7,0,11,Dahej,Tata Power Company Ltd.,522,7.6,3967.2
20,22,3,6,12,0,10,Vadodara,Torrent Power Ltd.,611,7.8,4765.8
6,23,0,3,1,0,1,Ratnagiri,Jyoti Structure,248,7.4,1835.2
19,22,3,9,1,0,6,Kolkata,GE T&D India Limited,466,8.7,4054.2
19,23,2,12,1,0,12,Gurgaon,NTPC Pvt. Ltd.,701,8.3,5818.3
18,23,2,20,1,0,8,Ahmedabad,Sunil Hitech Eng,668,7.9,5277.2
19,23,2,10,1,0,8,Shimla,Indowind Energy,432,7.7,3326.4
11,22,3,10,1,0,6,Shimla,NLC India,460,7.7,3542
19,23,3,16,1,0,8,New Delhi,GE T&D India Limited,651,8.5,5533.5
18,23,2,20,12,0,1,Ratnagiri,Optibelt Power Transmission India Private Limited,824,7.4,6097.6
14,23,0,21,1,0,9,Kolkata,Power Grid Corp,522,8.7,4541.4
8,22,2,18,1,0,8,Ahmedabad,Jaiprakash Power,474,7.9,3744.6
13,23,3,14,1,0,11,Gurgaon,JSW Energy Ltd.,529,8.3,4390.7
12,22,2,19,1,0,5,Dahej,CESC,504,7.6,3830.4
15,22,0,18,1,0,1,Noida,Bonfiglioli Transmission Pvt. Ltd.,386,8.2,3165.2
7,17,1,14,1,0,8,Mumbai,Jyoti Structure,318,9.2,2925.6
16,23,1,7,1,0,5,Faridabad,Ringfeder Power Transmission India Pvt. Ltd.,529,8.1,4284.9
6,17,1,21,1,0,12,New Delhi,NLC India,543,8.5,4615.5
6,17,0,15,1,0,9,Ahmedabad,Power Grid Corp,429,7.9,3389.1
17,23,3,17,1,0,9,Gurgaon,Sunil Hitech Eng,703,8.3,5834.9
22,23,0,5,12,0,10,Pune,Ringfeder Power Transmission India Pvt. Ltd.,486,9.1,4422.6
19,23,3,5,1,0,2,Dahej,Bonfiglioli Transmission Pvt. Ltd.,543,7.6,4126.8
5,19,0,7,1,0,10,Faridabad,Tata Power Company Ltd.,386,8.1,3126.6
8,19,0,7,7,0,7,Gurgaon,Orient Green,491,8.3,4075.3
8,23,1,15,1,0,2,Noida,Optibelt Power Transmission India Private Limited,310,8.2,2542
21,22,2,17,1,0,6,Gurgaon,Ringfeder Power Transmission India Pvt. Ltd.,694,8.3,5760.2
15,23,0,16,12,0,12,Hyderabad,Power Grid Corp,608,8.4,5107.2
16,23,2,21,1,0,4,Chennai,CESC,589,8.8,5183.2
6,18,2,6,7,0,9,Dahej,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),442,7.6,3359.2
22,23,0,11,1,0,3,Mumbai,Reliance Power,529,9.2,4866.8
13,22,3,12,1,0,10,Ahmedabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),651,7.9,5142.9
8,21,1,19,7,0,6,Kolkata,Adani Power Ltd.,428,8.7,3723.6
15,22,3,18,1,0,9,Chennai,NLC India,516,8.8,4540.8
13,22,2,6,1,0,10,Chennai,Guj Ind Power,474,8.8,4171.2
10,22,0,14,1,0,4,Chennai,NLC India,329,8.8,2895.2
21,22,0,8,12,0,9,Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,493,9.2,4535.6
22,23,0,7,12,0,8,Mumbai,NTPC Pvt. Ltd.,495,9.2,4554
19,22,3,18,1,0,9,Noida,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",601,8.2,4928.2
16,23,3,14,12,0,11,New Delhi,NTPC Pvt. Ltd.,643,8.5,5465.5
10,21,3,13,1,0,2,Vadodara,Sterlite Power Transmission Ltd,544,7.8,4243.2
22,23,2,16,1,0,1,Faridabad,Jyoti Structure,720,8.1,5832
20,23,2,21,1,0,10,New Delhi,Sunil Hitech Eng,767,8.5,6519.5
15,22,0,17,1,0,3,Mumbai,Torrent Power Ltd.,574,9.2,5280.8
10,17,3,8,1,0,9,Gurgaon,NTPC Pvt. Ltd.,308,8.3,2556.4
10,21,2,6,1,0,1,Pune,JSW Energy Ltd.,561,9.1,5105.1
6,23,2,12,1,0,8,Noida,Neueon Towers / Sujana Towers Ltd.,487,8.2,3993.4
23,23,2,18,1,0,7,Ratnagiri,Tata Power Company Ltd.,618,7.4,4573.2
16,23,3,20,1,0,9,Noida,Jyoti Structure,631,8.2,5174.2
22,22,2,17,12,0,5,Gurgaon,Power Grid Corp,716,8.3,5942.8
13,23,3,10,1,0,3,Dahej,Indowind Energy,648,7.6,4924.8
21,22,1,20,1,0,7,Navi Mumbai,SJVN Ltd.,513,9.3,4770.9
14,23,1,21,1,0,7,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,562,8.9,5001.8
8,20,3,17,7,0,5,Gurgaon,Neueon Towers / Sujana Towers Ltd.,604,8.3,5013.2
8,22,3,21,1,0,10,Vadodara,JSW Energy Ltd.,566,7.8,4414.8
22,23,1,3,1,0,11,Ratnagiri,SJVN Ltd.,455,7.4,3367
9,20,2,20,1,0,10,Mumbai,NLC India,510,9.2,4692
18,22,1,14,1,0,11,Faridabad,NTPC Pvt. Ltd.,625,8.1,5062.5
14,22,3,19,1,0,9,Nagpur,Adani Power Ltd.,600,8.9,5340
22,23,3,22,1,0,2,Navi Mumbai,Tata Power Company Ltd.,564,9.3,5245.2
23,22,2,17,1,0,4,Gurgaon,Guj Ind Power,558,8.3,4631.4
6,18,0,12,1,0,6,Pune,GE T&D India Limited,282,9.1,2566.2
7,22,2,4,1,0,12,Faridabad,Sunil Hitech Eng,311,8.1,2519.1
12,23,1,22,1,0,3,Dahej,KEC International,553,7.6,4202.8
22,23,1,21,1,0,11,Faridabad,NLC India,519,8.1,4203.9
8,19,1,16,1,0,10,Nagpur,Power Grid Corp,471,8.9,4191.9
11,23,3,11,1,0,8,Ahmedabad,L&T Transmission & Distribution,550,7.9,4345
14,22,1,15,1,0,9,Gurgaon,Kalpataru Power,462,8.3,3834.6
7,17,0,12,1,0,5,Vadodara,Tata Power Company Ltd.,373,7.8,2909.4
19,23,1,15,1,0,9,Shimla,Reliance Power,560,7.7,4312
18,23,0,5,1,0,2,Ratnagiri,Reliance Power,452,7.4,3344.8
17,22,1,17,1,0,6,Kolkata,Torrent Power Ltd.,419,8.7,3645.3
7,21,3,14,7,0,9,Chennai,NTPC Pvt. Ltd.,601,8.8,5288.8
7,20,0,5,1,0,4,Nagpur,NHPC,358,8.9,3186.2
10,20,1,3,1,0,3,Ratnagiri,NTPC Pvt. Ltd.,350,7.4,2590
6,18,1,16,1,0,4,Dahej,KEC International,447,7.6,3397.2
9,22,1,21,1,0,12,Nagpur,NTPC Pvt. Ltd.,468,8.9,4165.2
7,17,1,12,1,0,7,Hyderabad,Orient Green,344,8.4,2889.6
7,22,2,20,1,0,7,Mumbai,Optibelt Power Transmission India Private Limited,665,9.2,6118
11,23,3,13,1,0,4,Gurgaon,Neueon Towers / Sujana Towers Ltd.,505,8.3,4191.5
22,23,0,18,1,0,8,Ratnagiri,Adani Power Ltd.,697,7.4,5157.8
6,23,0,9,1,0,4,Pune,Sunil Hitech Eng,516,9.1,4695.6
20,22,1,14,12,0,11,Pune,Indowind Energy,712,9.1,6479.2
11,23,1,6,1,0,1,Ratnagiri,Guj Ind Power,361,7.4,2671.4
14,22,1,11,1,0,5,Noida,L&T Transmission & Distribution,402,8.2,3296.4
17,22,1,16,1,0,12,Faridabad,JSW Energy Ltd.,666,8.1,5394.6
20,23,2,14,1,0,12,Kolkata,Unitech Power Transmission Ltd.,606,8.7,5272.2
9,21,1,16,1,0,7,Pune,TransRail Lighting,428,9.1,3894.8
12,23,1,12,1,0,8,Chennai,KEC International,506,8.8,4452.8
15,23,1,15,12,0,12,Dahej,Torrent Power Ltd.,713,7.6,5418.8
5,22,2,10,1,0,11,Navi Mumbai,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",540,9.3,5022
10,18,1,17,1,0,8,Hyderabad,Orient Green,376,8.4,3158.4
9,21,0,5,1,0,6,New Delhi,Ringfeder Power Transmission India Pvt. Ltd.,374,8.5,3179
12,23,2,7,1,0,7,Vadodara,CESC,378,7.8,2948.4
14,22,2,6,1,0,5,Chennai,TransRail Lighting,565,8.8,4972
11,22,0,19,1,0,5,Navi Mumbai,Indowind Energy,459,9.3,4268.7
8,19,1,12,1,0,1,Ratnagiri,Neueon Towers / Sujana Towers Ltd.,494,7.4,3655.6
22,23,1,14,12,0,10,Gurgaon,Sunil Hitech Eng,609,8.3,5054.7
19,23,2,5,1,0,3,Gurgaon,Sterlite Power Transmission Ltd,468,8.3,3884.4
6,21,3,18,7,0,12,Vadodara,Indowind Energy,643,7.8,5015.4
13,22,1,22,1,0,3,Faridabad,GE T&D India Limited,689,8.1,5580.9
21,22,2,19,1,0,10,Dahej,Optibelt Power Transmission India Private Limited,655,7.6,4978
8,20,3,5,7,0,4,Pune,Power Grid Corp,375,9.1,3412.5
23,23,1,20,1,0,3,Faridabad,Unitech Power Transmission Ltd.,555,8.1,4495.5
17,23,3,20,1,0,10,Vadodara,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",652,7.8,5085.6
22,23,1,3,12,0,2,Ahmedabad,Torrent Power Ltd.,408,7.9,3223.2
9,18,3,5,1,0,10,Pune,NLC India,317,9.1,2884.7
5,21,1,19,7,0,6,Ratnagiri,Adani Power Ltd.,543,7.4,4018.2
6,17,0,10,1,0,5,Nagpur,L&T Transmission & Distribution,445,8.9,3960.5
5,22,1,17,1,0,9,Mumbai,Power Grid Corp,513,9.2,4719.6
17,23,0,5,1,0,9,Chennai,TransRail Lighting,400,8.8,3520
6,21,2,22,1,0,11,Ahmedabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",533,7.9,4210.7
18,23,0,10,1,0,3,Ahmedabad,Indowind Energy,565,7.9,4463.5
14,22,2,10,1,0,7,Gurgaon,Bonfiglioli Transmission Pvt. Ltd.,399,8.3,3311.7
13,23,2,12,1,0,9,Faridabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,637,8.1,5159.7
11,22,3,19,12,0,12,Mumbai,Bonfiglioli Transmission Pvt. Ltd.,723,9.2,6651.6
16,23,0,7,1,0,5,Hyderabad,Orient Green,396,8.4,3326.4
8,23,3,15,1,0,4,Gurgaon,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),576,8.3,4780.8
10,21,3,18,1,0,5,Chennai,Bonfiglioli Transmission Pvt. Ltd.,586,8.8,5156.8
21,23,3,17,12,0,5,Pune,Adani Power Ltd.,822,9.1,7480.2
9,23,0,15,1,0,5,Navi Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),419,9.3,3896.7
17,23,2,21,1,0,2,Nagpur,NTPC Pvt. Ltd.,584,8.9,5197.6
17,22,3,10,1,0,2,Noida,Guj Ind Power,397,8.2,3255.4
12,23,2,11,12,0,8,Mumbai,Reliance Energy,514,9.2,4728.8
22,22,2,12,1,0,5,Ahmedabad,Adani Power Ltd.,443,7.9,3499.7
13,23,1,15,12,0,1,Dahej,Torrent Power Ltd.,659,7.6,5008.4
5,18,3,13,1,0,1,New Delhi,Ringfeder Power Transmission India Pvt. Ltd.,541,8.5,4598.5
12,22,0,8,1,0,5,Gurgaon,Indowind Energy,497,8.3,4125.1
11,22,2,10,1,0,8,Shimla,Adani Power Ltd.,595,7.7,4581.5
16,23,2,12,1,0,6,Nagpur,JSW Energy Ltd.,569,8.9,5064.1
13,23,3,18,12,0,7,Navi Mumbai,Orient Green,760,9.3,7068
21,22,2,11,1,0,1,Faridabad,Ringfeder Power Transmission India Pvt. Ltd.,690,8.1,5589
21,23,3,9,1,0,11,Mumbai,SJVN Ltd.,561,9.2,5161.2
21,23,3,4,1,0,2,Dahej,Power Grid Corp,345,7.6,2622
12,22,3,7,1,0,2,Pune,NLC India,354,9.1,3221.4
23,22,3,20,1,0,6,Faridabad,Power Grid Corp,772,8.1,6253.2
14,23,2,13,12,0,4,New Delhi,Adani Power Ltd.,579,8.5,4921.5
17,23,1,13,1,0,8,Nagpur,Bonfiglioli Transmission Pvt. Ltd.,613,8.9,5455.7
5,18,2,21,1,0,5,Hyderabad,Sterlite Power Transmission Ltd,501,8.4,4208.4
17,23,1,5,1,0,5,New Delhi,Indowind Energy,429,8.5,3646.5
5,18,1,11,1,0,7,Vadodara,Jaiprakash Power,425,7.8,3315
15,22,2,6,1,0,8,Dahej,Kalpataru Power,568,7.6,4316.8
10,20,1,13,7,0,1,New Delhi,KEC International,450,8.5,3825
6,23,1,12,1,0,11,New Delhi,Sterlite Power Transmission Ltd,388,8.5,3298
18,22,2,19,12,0,2,Pune,Optibelt Power Transmission India Private Limited,664,9.1,6042.4
10,19,3,21,7,0,11,Chennai,KEC International,552,8.8,4857.6
8,19,1,19,1,0,6,Gurgaon,Reliance Energy,418,8.3,3469.4
21,23,0,18,1,0,12,Mumbai,SJVN Ltd.,649,9.2,5970.8
20,23,0,13,1,0,12,New Delhi,Jyoti Structure,524,8.5,4454
16,23,2,3,1,0,10,Dahej,Optibelt Power Transmission India Private Limited,507,7.6,3853.2
19,22,0,13,1,0,12,Hyderabad,TransRail Lighting,442,8.4,3712.8
11,23,0,12,1,0,10,Noida,NHPC,413,8.2,3386.6
20,22,0,21,1,0,10,Pune,Adani Power Ltd.,684,9.1,6224.4
20,22,1,22,1,0,1,New Delhi,Indowind Energy,527,8.5,4479.5
10,22,0,9,1,0,1,Navi Mumbai,Jaiprakash Power,482,9.3,4482.6
13,23,2,14,12,0,1,Gurgaon,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),619,8.3,5137.7
19,23,3,13,1,0,3,Noida,CESC,607,8.2,4977.4
8,20,2,13,7,0,9,Faridabad,Reliance Power,513,8.1,4155.3
10,18,3,20,1,0,8,Vadodara,Bonfiglioli Transmission Pvt. Ltd.,536,7.8,4180.8
14,23,2,5,12,0,11,Ratnagiri,Sterlite Power Transmission Ltd,679,7.4,5024.6
19,22,0,17,1,0,6,Noida,KEC International,604,8.2,4952.8
10,21,0,5,7,0,1,Ahmedabad,Indowind Energy,428,7.9,3381.2
10,21,3,13,1,0,1,Faridabad,TransRail Lighting,405,8.1,3280.5
20,23,1,13,1,0,7,Noida,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,573,8.2,4698.6
11,22,1,16,1,0,5,Noida,Sunil Hitech Eng,375,8.2,3075
9,21,1,8,1,0,9,Vadodara,SJVN Ltd.,306,7.8,2386.8
22,23,1,13,1,0,11,Navi Mumbai,KEC International,645,9.3,5998.5
6,20,1,6,7,0,4,Hyderabad,Optibelt Power Transmission India Private Limited,380,8.4,3192
17,23,3,12,1,0,11,Mumbai,Tata Power Company Ltd.,597,9.2,5492.4
18,23,3,15,1,0,10,Gurgaon,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,666,8.3,5527.8
23,22,0,18,1,0,4,Hyderabad,CESC,416,8.4,3494.4
16,23,2,8,1,0,7,Vadodara,Orient Green,548,7.8,4274.4
16,23,1,7,12,0,2,Hyderabad,Optibelt Power Transmission India Private Limited,652,8.4,5476.8
16,22,2,19,1,0,9,Dahej,Adani Power Ltd.,472,7.6,3587.2
9,23,2,22,1,0,1,Gurgaon,Ringfeder Power Transmission India Pvt. Ltd.,702,8.3,5826.6
6,17,2,9,1,0,9,Pune,Jyoti Structure,370,9.1,3367
10,18,0,22,7,0,6,Hyderabad,Optibelt Power Transmission India Private Limited,521,8.4,4376.4
20,22,2,20,12,0,2,New Delhi,Unitech Power Transmission Ltd.,651,8.5,5533.5
6,21,0,7,1,0,3,Chennai,Neueon Towers / Sujana Towers Ltd.,298,8.8,2622.4
5,18,2,12,1,0,8,Gurgaon,Guj Ind Power,269,8.3,2232.7
17,22,1,21,1,0,8,Gurgaon,Bonfiglioli Transmission Pvt. Ltd.,703,8.3,5834.9
18,23,1,19,1,0,2,Gurgaon,L&T Transmission & Distribution,545,8.3,4523.5
21,23,1,10,12,0,8,Chennai,Tata Power Company Ltd.,625,8.8,5500
6,17,2,16,1,0,6,Chennai,Torrent Power Ltd.,303,8.8,2666.4
15,23,2,15,1,0,4,Chennai,JSW Energy Ltd.,625,8.8,5500
17,22,2,15,1,0,1,Hyderabad,Power Grid Corp,553,8.4,4645.2
21,23,2,8,1,0,3,Kolkata,Optibelt Power Transmission India Private Limited,628,8.7,5463.6
6,18,1,10,1,0,11,Shimla,TransRail Lighting,282,7.7,2171.4
17,23,1,5,12,0,10,Ratnagiri,Reliance Energy,454,7.4,3359.6
5,21,2,16,1,0,1,Mumbai,Power Grid Corp,453,9.2,4167.6
9,19,0,14,7,0,7,Ahmedabad,KEC International,550,7.9,4345
19,23,1,21,1,0,1,Shimla,KEC International,532,7.7,4096.4
22,23,3,18,1,0,12,Ahmedabad,Indowind Energy,814,7.9,6430.6
10,23,0,9,1,0,3,Kolkata,Bonfiglioli Transmission Pvt. Ltd.,434,8.7,3775.8
10,19,3,15,1,0,4,Mumbai,Torrent Power Ltd.,508,9.2,4673.6
22,22,1,12,12,0,10,Navi Mumbai,Reliance Power,545,9.3,5068.5
20,22,0,14,1,0,5,Vadodara,Unitech Power Transmission Ltd.,633,7.8,4937.4
8,18,3,3,7,0,7,Faridabad,Kalpataru Power,299,8.1,2421.9
9,21,2,6,7,0,3,Vadodara,JSW Energy Ltd.,587,7.8,4578.6
11,23,0,20,12,0,11,New Delhi,Reliance Energy,626,8.5,5321
7,23,0,22,1,0,7,Pune,Orient Green,561,9.1,5105.1
6,19,2,22,1,0,11,Noida,Guj Ind Power,573,8.2,4698.6
19,23,2,8,1,0,11,Dahej,Neueon Towers / Sujana Towers Ltd.,509,7.6,3868.4
9,17,2,20,1,0,12,Noida,NHPC,527,8.2,4321.4
5,20,2,19,1,0,9,Nagpur,KEC International,350,8.9,3115
7,23,1,7,1,0,8,Nagpur,Optibelt Power Transmission India Private Limited,521,8.9,4636.9
11,22,3,18,1,0,7,Dahej,SJVN Ltd.,728,7.6,5532.8
21,22,0,13,1,0,1,Hyderabad,L&T Transmission & Distribution,518,8.4,4351.2
13,22,0,19,12,0,4,Vadodara,Reliance Power,651,7.8,5077.8
